Unnamed: 0,match_event_id,location_x,location_y,remaining_min,power_of_shot,knockout_match,game_season,remaining_sec,distance_of_shot,is_goal,area_of_shot,shot_basics,range_of_shot,team_name,date_of_game,home/away,shot_id_number,lat/lng,type_of_shot,type_of_combined_shot,match_id,team_id,remaining_min_1,power_of_shot_1,knockout_match_1,remaining_sec_1,distance_of_shot_1
16325,,-125.0,36.0,5.0,1.0,0,2009-10,59.0,33.0,,Left Side(L),Mid Range,8-16 ft.,Manchester United,2010-03-29,MANU @ NOH,16326,,shot - 20,,20901099,1610612747,113.2,1.0,0.0,59.0,33.0
16326,169.0,-198.0,157.0,5.0,2.0,0,2009-10,45.0,45.0,,Left Side Center(LC),Penalty Spot,24+ ft.,Manchester United,2010-03-29,MANU @ NOH,16327,"30.018061, -90.022651",shot - 35,,20901099,1610612747,5.0,2.0,0.0,45.0,45.0
16337,384.0,10.0,209.0,11.0,4.0,0,,46.0,40.0,,,Mid Range,16-24 ft.,Manchester United,2010-03-29,,16338,"30.018061, -90.022651",,shot - 3,20901099,1610612747,11.0,4.0,0.0,46.0,40.0
16341,467.0,144.0,203.0,3.0,4.0,0,2009-10,25.0,44.0,,,Penalty Spot,24+ ft.,Manchester United,2010-03-29,MANU @ NOH,16342,"30.018061, -90.022651",shot - 16,,20901099,1610612747,3.0,94.36,0.0,25.0,94.728
16345,28.0,-160.0,85.0,7.0,1.0,0,2009-10,6.0,38.0,,Left Side(L),Mid Range,16-24 ft.,Manchester United,2010-03-31,MANU @ ATL,16346,"33.768092, -84.393817",shot - 38,,20901107,1610612747,7.0,1.0,0.0,,23.728
16347,,,75.0,,1.0,0,,28.0,40.0,,Left Side(L),Mid Range,16-24 ft.,Manchester United,2010-03-31,MANU @ ATL,16348,"33.768092, -84.393817",,shot - 3,20901107,1610612747,4.0,1.0,86.8,49.7856,101.728
16354,202.0,163.0,7.0,4.0,2.0,0,2009-10,1.0,36.0,,Right Side(R),Mid Range,16-24 ft.,Manchester United,2010-03-31,MANU @ ATL,16355,,shot - 15,,20901107,1610612747,17.2,2.0,0.0,1.0,72.4
16355,225.0,-191.0,,,,0,2009-10,45.0,39.0,,Left Side(L),Mid Range,16-24 ft.,Manchester United,2010-03-31,MANU @ ATL,16356,"33.768092, -84.393817",shot - 15,,20901107,1610612747,1.0,2.0,0.0,45.0,39.0
16377,213.0,42.0,77.0,1.0,2.0,0,2009-10,32.0,28.0,,Center(C),Goal Line,8-16 ft.,Manchester United,2010-04-02,MANU vs. UTA,16378,"42.982923, -71.446094",shot - 27,,20901131,1610612747,1.0,2.0,0.0,32.0,28.0
16381,318.0,-116.0,9.0,5.0,3.0,0,2009-10,,31.0,,Left Side(L),Mid Range,8-16 ft.,Manchester United,2010-04-02,MANU vs. UTA,16382,"42.982923, -71.446094",shot - 4,,20901131,1610612747,5.0,3.0,0.0,84.2,31.0
16390,,-164.0,197.0,8.0,1.0,0,2009-10,32.0,45.0,,Left Side Center(LC),Penalty Spot,24+ ft.,Manchester United,2010-04-04,MANU vs. SAS,16391,"42.982923, -71.446094",shot - 36,,20901142,1610612747,62.64,1.0,0.0,43.2,45.0
16391,35.0,163.0,134.0,6.0,1.0,0,2009-10,47.0,41.0,,Right Side Center(RC),Mid Range,16-24 ft.,Manchester United,2010-04-04,MANU vs. SAS,16392,"42.982923, -71.446094",shot - 29,,20901142,1610612747,6.0,78.36,0.0,47.0,41.0
16394,166.0,0.0,0.0,4.0,2.0,0,,26.0,20.0,,Center(C),Goal Area,Less Than 8 ft.,,2010-04-04,MANU vs. SAS,16395,"42.982923, -71.446094",shot - 4,,20901142,1610612747,4.0,2.0,0.0,26.0,20.0
16398,233.0,-89.0,181.0,11.0,3.0,0,2009-10,28.0,40.0,,Left Side Center(LC),Mid Range,16-24 ft.,Manchester United,2010-04-04,MANU vs. SAS,16399,"42.982923, -71.446094",,shot - 3,20901142,1610612747,60.64,,0.0,28.0,
16402,294.0,-193.0,157.0,4.0,3.0,0,2009-10,56.0,44.0,,Left Side Center(LC),Penalty Spot,24+ ft.,Manchester United,2010-04-04,MANU vs. SAS,16403,"42.982923, -71.446094",,shot - 3,20901142,1610612747,29.2,118.36,0.0,56.0,44.0
16407,438.0,-190.0,189.0,4.0,4.0,0,,56.0,46.0,,Left Side Center(LC),Penalty Spot,24+ ft.,Manchester United,2010-04-04,MANU vs. SAS,16408,"42.982923, -71.446094",,shot - 3,20901142,1610612747,47.64,4.0,0.0,56.0,46.0
16412,46.0,136.0,72.0,6.0,1.0,0,2009-10,56.0,35.0,,Right Side(R),Mid Range,8-16 ft.,Manchester United,2010-04-11,MANU vs. POR,16413,"42.982923, -71.446094",,shot - 3,20901196,1610612747,6.0,1.0,0.0,56.0,35.0
16414,59.0,36.0,41.0,5.0,1.0,0,2009-10,40.0,25.0,,Center(C),Goal Line,,Manchester United,2010-04-11,MANU vs. POR,16415,"42.982923, -71.446094",shot - 12,,20901196,1610612747,5.0,1.0,0.0,40.0,25.0
16416,98.0,,94.0,1.0,1.0,0,2009-10,41.0,,,Right Side(R),Goal Line,8-16 ft.,Manchester United,2010-04-11,MANU vs. POR,16417,"42.982923, -71.446094",,shot - 3,20901196,1610612747,1.0,1.0,0.0,41.0,105.4
16419,193.0,-221.0,0.0,3.0,2.0,0,2009-10,30.0,42.0,,Left Side(L),Left Corner,24+ ft.,Manchester United,2010-04-11,MANU vs. POR,16420,"42.982923, -71.446094",shot - 24,,20901196,1610612747,3.0,2.0,0.0,30.0,42.0
16430,398.0,168.0,39.0,5.0,4.0,0,2009-10,29.0,37.0,,Right Side(R),Mid Range,16-24 ft.,Manchester United,2010-04-11,MANU vs. POR,16431,"42.982923, -71.446094",,shot - 3,20901196,1610612747,5.0,25.36,0.0,29.0,37.0
16438,98.0,73.0,12.0,3.0,1.0,0,2010-11,47.0,27.0,,Center(C),Goal Line,Less Than 8 ft.,Manchester United,2010-10-26,MANU vs. HOU,16439,"42.982923, -71.446094",shot - 15,,21000003,1610612747,96.64,1.0,0.0,47.0,27.0
16440,184.0,-103.0,-3.0,6.0,2.0,0,,52.0,30.0,,Left Side(L),Mid Range,8-16 ft.,Manchester United,2010-10-26,,16441,"42.982923, -71.446094",shot - 43,,21000003,1610612747,6.0,2.0,130.928,52.0,30.0
16443,275.0,94.0,88.0,0.0,2.0,0,2010-11,42.0,32.0,,,Mid Range,8-16 ft.,Manchester United,2010-10-26,MANU vs. HOU,16444,"42.982923, -71.446094",,shot - 3,21000003,1610612747,40.64,2.0,0.0,123.7856,32.0
16445,295.0,155.0,295.0,0.0,2.0,0,2010-11,,53.0,,Right Side Center(RC),Penalty Spot,24+ ft.,Manchester United,2010-10-26,MANU vs. HOU,16446,"42.982923, -71.446094",,shot - 3,21000003,1610612747,0.0,2.0,,0.0,54.4
16450,371.0,-122.0,129.0,5.0,3.0,0,,11.0,37.0,,Left Side Center(LC),Mid Range,16-24 ft.,Manchester United,2010-10-26,MANU vs. HOU,16451,"42.982923, -71.446094",,shot - 3,21000003,1610612747,106.64,46.36,0.0,11.0,70.4
16453,591.0,78.0,244.0,1.0,4.0,0,2010-11,16.0,45.0,,Center(C),Penalty Spot,24+ ft.,Manchester United,2010-10-26,MANU vs. HOU,16454,"42.982923, -71.446094",,shot - 3,21000003,1610612747,,4.0,0.0,16.0,39.4
16455,,160.0,142.0,10.0,1.0,0,2010-11,19.0,41.0,,Right Side Center(RC),Mid Range,16-24 ft.,Manchester United,2010-10-29,MANU @ PHX,16456,"33.552026, -112.071667",shot - 6,,21000030,1610612747,90.64,82.36,0.0,19.0,41.0
16457,62.0,29.0,,4.0,1.0,0,2010-11,54.0,22.0,,Center(C),Goal Area,Less Than 8 ft.,Manchester United,2010-10-29,MANU @ PHX,16458,"33.552026, -112.071667",shot - 46,,21000030,1610612747,54.64,1.0,81.608,54.0,22.0
16460,,53.0,119.0,2.0,1.0,0,2010-11,55.0,33.0,,Center(C),Goal Line,8-16 ft.,,2010-10-29,MANU @ PHX,16461,"33.552026, -112.071667",shot - 36,,21000030,1610612747,105.2,1.0,0.0,,33.0
16461,88.0,84.0,195.0,,1.0,0,2010-11,15.0,41.0,,Right Side Center(RC),Mid Range,16-24 ft.,Manchester United,2010-10-29,MANU @ PHX,16462,"33.552026, -112.071667",,shot - 3,21000030,1610612747,2.0,1.0,0.0,15.0,41.0
16468,279.0,-174.0,104.0,5.0,3.0,0,2010-11,35.0,40.0,,Left Side(L),Mid Range,16-24 ft.,Manchester United,2010-10-29,MANU @ PHX,16469,"33.552026, -112.071667",shot - 19,,21000030,1610612747,5.0,3.0,0.0,35.0,40.0
16478,93.0,-15.0,4.0,2.0,1.0,0,2010-11,,21.0,,Center(C),Goal Area,Less Than 8 ft.,Manchester United,2010-10-31,MANU vs. GSW,16479,"42.982923, -71.446094",shot - 46,,21000043,1610612747,2.0,1.0,0.0,39.0,21.0
16483,268.0,-153.0,119.0,0.0,2.0,0,,13.0,39.0,,Left Side Center(LC),Mid Range,16-24 ft.,Manchester United,2010-10-31,MANU vs. GSW,16484,"42.982923, -71.446094",shot - 54,,21000043,1610612747,0.0,2.0,33.8,13.0,39.0
16485,299.0,-21.0,9.0,9.0,3.0,0,,52.0,22.0,,Center(C),Goal Area,Less Than 8 ft.,Manchester United,2010-10-31,MANU vs. GSW,16486,"42.982923, -71.446094",,shot - 4,21000043,1610612747,9.0,3.0,0.0,52.0,22.0
16486,339.0,47.0,252.0,7.0,3.0,0,2010-11,24.0,45.0,,Center(C),Penalty Spot,24+ ft.,Manchester United,2010-10-31,MANU vs. GSW,16487,"42.982923, -71.446094",,shot - 3,21000043,1610612747,51.64,3.0,0.0,24.0,45.0
16490,47.0,119.0,165.0,6.0,1.0,0,,57.0,40.0,,Right Side Center(RC),Mid Range,16-24 ft.,Manchester United,2010-11-02,MANU vs. MEM,16491,"42.982923, -71.446094",,shot - 3,21000053,1610612747,6.0,1.0,47.928000000000004,82.7856,40.0
16493,,34.0,131.0,,1.0,0,,35.0,33.0,,Center(C),Goal Line,8-16 ft.,Manchester United,2010-11-02,MANU vs. MEM,16494,"42.982923, -71.446094",,shot - 3,21000053,1610612747,1.0,1.0,0.0,35.0,33.0
16506,,9.0,16.0,3.0,1.0,0,,5.0,21.0,,Center(C),Goal Area,Less Than 8 ft.,Manchester United,2010-11-03,MANU @ SAC,16507,"38.567296, -121.456638",shot - 49,,21000065,1610612747,3.0,1.0,40.8,5.0,86.4
16507,93.0,1.0,41.0,0.0,1.0,0,,7.0,24.0,,Center(C),Goal Line,Less Than 8 ft.,Manchester United,2010-11-03,MANU @ SAC,16508,"38.567296, -121.456638",shot - 35,,21000065,1610612747,0.0,113.36,0.0,7.0,24.0
16518,468.0,141.0,86.0,7.0,4.0,0,2010-11,8.0,36.0,,Right Side(R),Mid Range,,Manchester United,2010-11-03,MANU @ SAC,16519,"38.567296, -121.456638",shot - 3,,21000065,1610612747,7.0,4.0,0.0,8.0,36.0
16522,528.0,-130.0,131.0,2.0,4.0,0,2010-11,35.0,38.0,,Left Side Center(LC),Mid Range,16-24 ft.,Manchester United,2010-11-03,MANU @ SAC,16523,"38.567296, -121.456638",shot - 36,,21000065,1610612747,2.0,4.0,0.0,35.0,38.0
16525,46.0,9.0,22.0,5.0,1.0,0,2010-11,44.0,22.0,,Center(C),,Less Than 8 ft.,Manchester United,2010-11-05,MANU vs. TOR,16526,"42.982923, -71.446094",shot - 4,,21000079,1610612747,5.0,1.0,0.0,44.0,22.0
16529,184.0,-100.0,238.0,3.0,2.0,0,2010-11,46.0,45.0,,Left Side Center(LC),Penalty Spot,24+ ft.,Manchester United,2010-11-05,MANU vs. TOR,16530,"42.982923, -71.446094",shot - 42,,21000079,1610612747,3.0,2.0,89.8,46.0,45.0
16531,244.0,37.0,86.0,10.0,3.0,0,2010-11,41.0,,,Center(C),Goal Line,8-16 ft.,Manchester United,2010-11-05,MANU vs. TOR,16532,"42.982923, -71.446094",,shot - 3,21000079,1610612747,10.0,3.0,0.0,41.0,29.0
16534,451.0,17.0,71.0,5.0,4.0,0,,18.0,27.0,,Center(C),,Less Than 8 ft.,Manchester United,2010-11-05,MANU vs. TOR,16535,"42.982923, -71.446094",shot - 15,,21000079,1610612747,5.0,,0.0,18.0,27.0
16541,74.0,58.0,36.0,2.0,1.0,0,,15.0,26.0,,Center(C),Goal Line,,Manchester United,2010-11-07,MANU vs. POR,16542,"42.982923, -71.446094",shot - 54,,21000094,1610612747,106.64,1.0,0.0,15.0,26.0
16549,28.0,-68.0,50.0,9.0,1.0,0,2010-11,,28.0,,Left Side(L),Goal Line,8-16 ft.,Manchester United,2010-11-09,MANU vs. MIN,16550,"42.982923, -71.446094",shot - 52,,21000107,1610612747,9.0,1.0,0.0,139.7856,28.0
16554,90.0,-23.0,200.0,2.0,1.0,0,2010-11,46.0,40.0,,Center(C),Mid Range,16-24 ft.,Manchester United,2010-11-09,MANU vs. MIN,16555,"42.982923, -71.446094",shot - 36,,21000107,1610612747,2.0,1.0,0.0,101.7856,40.0
16555,180.0,-171.0,77.0,6.0,2.0,0,,,38.0,,Left Side(L),Mid Range,16-24 ft.,Manchester United,2010-11-09,,16556,"42.982923, -71.446094",shot - 22,,21000107,1610612747,6.0,2.0,0.0,38.0,95.4
16557,239.0,152.0,4.0,2.0,2.0,0,2010-11,20.0,35.0,,Right Side(R),Mid Range,8-16 ft.,Manchester United,2010-11-09,MANU vs. MIN,16558,"42.982923, -71.446094",,shot - 3,21000107,1610612747,35.64,2.0,0.0,82.2,53.4
16566,339.0,-101.0,1.0,6.0,3.0,0,2010-11,43.0,30.0,,Left Side(L),Mid Range,8-16 ft.,Manchester United,2010-11-09,MANU vs. MIN,16567,"42.982923, -71.446094",,shot - 3,21000107,1610612747,6.0,3.0,0.0,43.0,99.4
16575,5.0,149.0,157.0,11.0,1.0,0,2010-11,5.0,41.0,,Right Side Center(RC),,16-24 ft.,Manchester United,2010-11-11,MANU @ DEN,16576,"39.739968, -104.954013",shot - 13,,21000120,1610612747,11.0,1.0,0.0,5.0,23.4
16578,59.0,62.0,71.0,6.0,1.0,0,2010-11,11.0,,,Right Side(R),Goal Line,8-16 ft.,Manchester United,2010-11-11,MANU @ DEN,16579,"39.739968, -104.954013",,shot - 3,21000120,1610612747,6.0,1.0,0.0,11.0,29.0
16579,65.0,21.0,6.0,5.0,1.0,0,2010-11,47.0,22.0,,Center(C),Goal Area,Less Than 8 ft.,Manchester United,2010-11-11,MANU @ DEN,16580,"39.739968, -104.954013",shot - 39,,21000120,1610612747,5.0,1.0,63.928000000000004,47.0,22.0
16594,372.0,2.0,142.0,6.0,3.0,0,2010-11,27.0,34.0,,Center(C),Mid Range,8-16 ft.,Manchester United,2010-11-11,MANU @ DEN,16595,"39.739968, -104.954013",shot - 38,,21000120,1610612747,,3.0,0.0,122.7216,16.4
16597,395.0,-103.0,244.0,4.0,,0,2010-11,3.0,46.0,,Left Side Center(LC),Penalty Spot,24+ ft.,Manchester United,2010-11-11,MANU @ DEN,16598,"39.739968, -104.954013",shot - 25,,21000120,1610612747,4.0,3.0,0.0,83.7216,46.0
16599,502.0,-123.0,217.0,7.0,4.0,0,2010-11,22.0,,,Left Side Center(LC),,24+ ft.,Manchester United,2010-11-11,MANU @ DEN,16600,"39.739968, -104.954013",shot - 40,,21000120,1610612747,21.64,4.0,88.8,22.0,44.0
16603,543.0,-16.0,7.0,2.0,4.0,0,2010-11,32.0,21.0,,,Goal Area,Less Than 8 ft.,Manchester United,2010-11-11,MANU @ DEN,16604,"39.739968, -104.954013",,shot - 4,21000120,1610612747,93.64,4.0,0.0,32.0,
16604,550.0,-5.0,4.0,2.0,4.0,0,2010-11,2.0,20.0,,Center(C),Goal Area,Less Than 8 ft.,Manchester United,2010-11-11,MANU @ DEN,16605,"39.739968, -104.954013",shot - 4,,21000120,1610612747,2.0,4.0,45.608000000000004,2.0,20.0
16606,586.0,56.0,26.0,0.0,4.0,0,2010-11,3.0,,,Center(C),Goal Line,Less Than 8 ft.,Manchester United,2010-11-11,MANU @ DEN,16607,"39.739968, -104.954013",shot - 54,,21000120,1610612747,36.2,4.0,0.0,3.0,26.0
16609,34.0,-97.0,154.0,7.0,1.0,0,,2.0,38.0,,Left Side Center(LC),Mid Range,16-24 ft.,Manchester United,2010-11-14,MANU vs. PHX,16610,"42.982923, -71.446094",,shot - 3,21000143,1610612747,7.0,1.0,49.608000000000004,2.0,38.0
16611,185.0,,20.0,6.0,2.0,0,2010-11,58.0,22.0,,Center(C),Goal Area,,Manchester United,2010-11-14,MANU vs. PHX,16612,"42.982923, -71.446094",,shot - 1,21000143,1610612747,,26.36,70.928,58.0,22.0
16616,244.0,-29.0,44.0,0.0,2.0,0,2010-11,31.0,25.0,,Center(C),Goal Line,Less Than 8 ft.,Manchester United,2010-11-14,MANU vs. PHX,16617,"42.982923, -71.446094",,shot - 3,21000143,1610612747,0.0,2.0,54.608000000000004,31.0,25.0
16624,522.0,-24.0,15.0,0.0,4.0,0,2010-11,18.0,22.0,,Center(C),Goal Area,Less Than 8 ft.,Manchester United,2010-11-14,MANU vs. PHX,16625,"42.982923, -71.446094",,shot - 4,21000143,1610612747,26.64,4.0,,18.0,22.0
16631,49.0,13.0,6.0,,1.0,0,,,21.0,,Center(C),Goal Area,Less Than 8 ft.,Manchester United,2010-11-16,,16632,"43.062206, -87.944754",shot - 39,,21000155,1610612747,4.0,99.36,0.0,116.7856,91.728
16633,68.0,12.0,19.0,1.0,1.0,0,2010-11,55.0,22.0,,Center(C),Goal Area,Less Than 8 ft.,Manchester United,2010-11-16,MANU @ MIL,16634,"43.062206, -87.944754",,shot - 4,21000155,1610612747,54.64,1.0,0.0,55.0,22.0
16649,530.0,73.0,167.0,0.0,4.0,0,,,38.0,,Right Side Center(RC),Mid Range,16-24 ft.,Manchester United,2010-11-16,MANU @ MIL,16650,"43.062206, -87.944754",shot - 4,,21000155,1610612747,0.0,112.36,0.0,21.2,38.0
16651,20.0,48.0,263.0,9.0,1.0,0,2010-11,45.0,46.0,,Center(C),Penalty Spot,24+ ft.,Manchester United,2010-11-17,MANU @ DET,16652,"42.379455, -83.115635",shot - 36,,21000161,1610612747,9.0,103.36,0.0,45.0,68.4
16653,34.0,130.0,151.0,7.0,1.0,0,,49.0,39.0,,Right Side Center(RC),Mid Range,16-24 ft.,Manchester United,2010-11-17,MANU @ DET,16654,"42.379455, -83.115635",shot - 5,,21000161,1610612747,7.0,19.6,82.8,42.2,21.4
16654,57.0,127.0,156.0,5.0,1.0,0,2010-11,55.0,40.0,,Right Side Center(RC),Mid Range,,Manchester United,2010-11-17,MANU @ DET,16655,"42.379455, -83.115635",shot - 19,,21000161,1610612747,5.0,1.0,0.0,55.0,40.0
16655,83.0,149.0,66.0,2.0,1.0,0,,,36.0,,Right Side(R),Mid Range,16-24 ft.,Manchester United,2010-11-17,MANU @ DET,16656,"42.379455, -83.115635",shot - 17,,21000161,1610612747,2.0,1.0,0.0,32.0,67.4
16656,176.0,-175.0,31.0,7.0,2.0,0,2010-11,35.0,37.0,,Left Side(L),Mid Range,16-24 ft.,Manchester United,2010-11-17,MANU @ DET,16657,"42.379455, -83.115635",shot - 38,,21000161,1610612747,7.0,112.36,0.0,35.0,37.0
16659,204.0,-169.0,17.0,3.0,2.0,0,2010-11,53.0,36.0,,Left Side(L),Mid Range,16-24 ft.,Manchester United,2010-11-17,MANU @ DET,16660,"42.379455, -83.115635",shot - 38,,21000161,1610612747,,2.0,0.0,53.0,
16660,208.0,0.0,1.0,2.0,2.0,0,,53.0,20.0,,Center(C),Goal Area,Less Than 8 ft.,Manchester United,2010-11-17,MANU @ DET,16661,"42.379455, -83.115635",shot - 4,,21000161,1610612747,2.0,2.0,0.0,53.0,20.0
16661,222.0,4.0,1.0,1.0,2.0,0,2010-11,51.0,20.0,,Center(C),Goal Area,Less Than 8 ft.,Manchester United,2010-11-17,MANU @ DET,16662,"42.379455, -83.115635",shot - 39,,21000161,1610612747,23.64,2.0,0.0,22.2,24.4
16666,295.0,-2.0,1.0,6.0,3.0,0,2010-11,11.0,20.0,,Center(C),Goal Area,Less Than 8 ft.,Manchester United,2010-11-17,MANU @ DET,16667,"42.379455, -83.115635",,shot - 4,21000161,1610612747,6.0,3.0,119.60799999999999,11.0,20.0
16668,321.0,182.0,48.0,4.0,3.0,0,,10.0,38.0,,Right Side(R),Mid Range,16-24 ft.,Manchester United,2010-11-17,MANU @ DET,16669,"42.379455, -83.115635",,shot - 3,21000161,1610612747,4.0,3.0,0.0,10.0,38.0
16672,40.0,1.0,249.0,7.0,1.0,0,2010-11,6.0,44.0,,Center(C),Penalty Spot,24+ ft.,Manchester United,2010-11-19,MANU @ MIN,16673,"46.667324, -94.419250",shot - 23,,21000176,1610612747,75.64,1.0,116.35231999999999,86.2,44.0
16674,58.0,24.0,22.0,,1.0,0,2010-11,40.0,23.0,,Center(C),Goal Area,Less Than 8 ft.,Manchester United,,MANU @ MIN,16675,"46.667324, -94.419250",,shot - 4,21000176,1610612747,101.64,1.0,84.8,40.0,23.0
16675,73.0,-7.0,,3.0,1.0,0,2010-11,2.0,29.0,,Center(C),Goal Line,8-16 ft.,Manchester United,2010-11-19,MANU @ MIN,16676,"46.667324, -94.419250",,shot - 3,21000176,1610612747,3.0,,0.0,2.0,
16677,196.0,-199.0,145.0,5.0,2.0,0,2010-11,0.0,44.0,,Left Side Center(LC),Penalty Spot,24+ ft.,Manchester United,2010-11-19,MANU @ MIN,16678,"46.667324, -94.419250",shot - 25,,21000176,1610612747,5.0,2.0,0.0,111.7856,44.0
16678,205.0,106.0,170.0,4.0,2.0,0,2010-11,23.0,40.0,,Right Side Center(RC),Mid Range,16-24 ft.,Manchester United,2010-11-19,MANU @ MIN,16679,"46.667324, -94.419250",shot - 48,,21000176,1610612747,4.0,55.36,0.0,23.0,40.0
16692,360.0,231.0,-16.0,3.0,3.0,0,2010-11,18.0,43.0,,Right Side(R),Right Corner,,Manchester United,2010-11-19,MANU @ MIN,16693,,,shot - 3,21000176,1610612747,3.0,3.0,0.0,18.0,60.728
16700,72.0,,22.0,4.0,1.0,0,2010-11,1.0,,,Center(C),Goal Line,Less Than 8 ft.,Manchester United,2010-11-21,MANU vs. GSW,16701,"42.982923, -71.446094",,shot - 3,21000194,1610612747,4.0,1.0,0.0,64.2,24.0
16708,231.0,-24.0,20.0,2.0,2.0,0,2010-11,37.0,23.0,,Center(C),Goal Area,,,2010-11-21,MANU vs. GSW,16709,"42.982923, -71.446094",,shot - 1,21000194,1610612747,2.0,2.0,0.0,37.0,12.4
16714,17.0,100.0,235.0,9.0,1.0,0,2010-11,57.0,45.0,,Right Side Center(RC),Penalty Spot,24+ ft.,Manchester United,2010-11-23,MANU vs. CHI,16715,"42.982923, -71.446094",,shot - 3,21000208,1610612747,9.0,1.0,0.0,57.0,45.0
16721,278.0,7.0,56.0,10.0,3.0,0,2010-11,53.0,25.0,,Center(C),Goal Line,Less Than 8 ft.,Manchester United,2010-11-23,MANU vs. CHI,16722,"42.982923, -71.446094",shot - 38,,21000208,1610612747,118.64,3.0,0.0,53.0,106.4
16723,359.0,-146.0,19.0,3.0,3.0,0,2010-11,,34.0,,Left Side(L),Mid Range,,Manchester United,2010-11-23,MANU vs. CHI,16724,"42.982923, -71.446094",,shot - 3,21000208,1610612747,28.64,3.0,0.0,21.0,34.0
16726,457.0,-73.0,112.0,6.0,4.0,0,2010-11,40.0,33.0,,Left Side(L),Goal Line,8-16 ft.,Manchester United,2010-11-23,MANU vs. CHI,16727,"42.982923, -71.446094",shot - 38,,21000208,1610612747,6.0,57.36,0.0,35.2,33.0
16734,51.0,-229.0,112.0,4.0,1.0,0,2010-11,54.0,45.0,,Left Side Center(LC),Penalty Spot,24+ ft.,Manchester United,2010-11-26,MANU @ UTA,16735,"40.774891, -111.930790",shot - 36,,21000231,1610612747,4.0,1.0,0.0,54.0,
16740,233.0,-11.0,86.0,,2.0,0,2010-11,30.0,28.0,,Center(C),Goal Line,8-16 ft.,Manchester United,2010-11-26,MANU @ UTA,16741,"40.774891, -111.930790",shot - 35,,21000231,1610612747,1.0,2.0,0.0,30.0,28.0
16746,308.0,-54.0,42.0,5.0,3.0,0,2010-11,42.0,26.0,,Center(C),Goal Line,Less Than 8 ft.,Manchester United,2010-11-26,MANU @ UTA,16747,"40.774891, -111.930790",,shot - 3,21000231,1610612747,5.0,,116.928,42.0,26.0
16751,439.0,-142.0,220.0,3.0,4.0,0,,10.0,46.0,,Left Side Center(LC),Penalty Spot,24+ ft.,Manchester United,2010-11-26,MANU @ UTA,16752,"40.774891, -111.930790",shot - 50,,21000231,1610612747,3.0,4.0,101.8,10.0,46.0
16757,56.0,-38.0,121.0,5.0,1.0,0,,42.0,32.0,,Center(C),Goal Line,8-16 ft.,Manchester United,2010-11-28,MANU vs. IND,16758,"42.982923, -71.446094",shot - 10,,21000249,1610612747,57.64,113.36,71.608,99.7856,71.4
16764,235.0,-100.0,167.0,1.0,2.0,0,2010-11,50.0,39.0,,Left Side Center(LC),Mid Range,16-24 ft.,,2010-11-28,MANU vs. IND,16765,"42.982923, -71.446094",,shot - 3,21000249,1610612747,1.0,2.0,0.0,50.0,39.0
16770,365.0,-49.0,247.0,2.0,3.0,0,2010-11,20.0,45.0,,,Penalty Spot,24+ ft.,Manchester United,2010-11-28,MANU vs. IND,16771,"42.982923, -71.446094",shot - 54,,21000249,1610612747,36.64,3.0,0.0,20.0,45.0
16784,529.0,-166.0,235.0,0.0,4.0,0,2010-11,,,,Left Side Center(LC),,24+ ft.,Manchester United,2010-11-28,MANU vs. IND,16785,"42.982923, -71.446094",shot - 31,,21000249,1610612747,0.0,4.0,0.0,91.7856,48.0
16792,71.0,151.0,30.0,3.0,1.0,0,2010-11,13.0,,,Right Side(R),Mid Range,8-16 ft.,Manchester United,2010-11-30,MANU @ MEM,16793,"35.103812, -89.964007",shot - 43,,21000258,1610612747,3.0,1.0,132.608,13.0,35.0
16799,235.0,-16.0,12.0,0.0,2.0,0,2010-11,57.0,22.0,,Center(C),Goal Area,Less Than 8 ft.,Manchester United,2010-11-30,MANU @ MEM,16800,"35.103812, -89.964007",shot - 39,,21000258,1610612747,0.0,2.0,87.8,57.0,22.0
16804,308.0,-120.0,230.0,4.0,3.0,0,2010-11,36.0,45.0,,Left Side Center(LC),Penalty Spot,24+ ft.,Manchester United,2010-11-30,MANU @ MEM,16805,"35.103812, -89.964007",,shot - 3,21000258,1610612747,4.0,3.0,0.0,36.0,45.0
16808,476.0,2.0,277.0,1.0,4.0,0,2010-11,34.0,47.0,,Center(C),Penalty Spot,24+ ft.,Manchester United,2010-11-30,MANU @ MEM,16809,"35.103812, -89.964007",,shot - 3,21000258,1610612747,,4.0,129.608,34.0,47.0
16817,191.0,-78.0,25.0,1.0,2.0,0,2010-11,53.0,28.0,,Left Side(L),Goal Line,8-16 ft.,Manchester United,2010-12-01,MANU @ HOU,16818,"29.740325, -95.365762",,shot - 3,21000269,1610612747,25.64,2.0,0.0,53.0,28.0
16819,,37.0,41.0,0.0,2.0,0,2010-11,41.0,25.0,,Center(C),Goal Line,Less Than 8 ft.,Manchester United,2010-12-01,MANU @ HOU,16820,"29.740325, -95.365762",,shot - 3,21000269,1610612747,0.0,112.6,0.0,41.0,107.728
16826,294.0,114.0,110.0,3.0,3.0,0,2010-11,15.0,35.0,,,Mid Range,8-16 ft.,Manchester United,2010-12-01,MANU @ HOU,16827,"29.740325, -95.365762",shot - 15,,21000269,1610612747,83.64,3.0,0.0,15.0,35.0
